TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS,COACH,COACH_PREMIUM,EFF_RATIO,SHOOT_EDGE,TURNOVER_EDGE,REBOUND_SHARE,OFF_VERSATILITY,WIN_RATE,SEED_X_DIVERGENCE,COACH_X_DIVERGENCE,TQS_X_SOS,CONF_TOURNEY_WINS,CONF_TOURNEY_CHAMP
Dartmouth,Ivy,27,8,95.1,105.3,0.2359,45.5,50.7,20.5,21.0,28.4,30.9,33.4,43.1,43.5,49.5,33.3,35.5,64.6,-14.1,,,2013,,,,,,,,-10.200000000000005,150.0,,0.0,Paul Cormier,0.0,0.9031339031339031,-5.200000000000003,0.5,0.47892074198988194,1112.2199999999998,0.2962962962962963,,,,0.0,0
Davidson,SC,33,25,110.6,98.3,0.7959,53.1,45.3,17.0,18.8,29.0,28.5,38.9,36.4,52.0,44.3,36.6,32.1,65.2,-1.4,R64,14.0,2013,11.36,112.1,100.7,63.9,-0.002,-5.09,6.42,11.3608,66.0,-2.0,0.0,Bob Mckillop,0.0,1.1251271617497456,7.800000000000004,1.8000000000000007,0.5043478260869565,1423.74,0.7575757575757576,-5.41610040220442,-0.0,-57.826471999999995,3.0,1
Dayton,A10,31,17,111.8,99.4,0.7951,53.0,49.2,21.7,21.0,35.2,30.4,39.7,37.5,51.1,47.4,38.4,35.3,66.4,-4.6,,,2013,11.31,112.7,101.4,64.7,-0.1,3.66,-1.09,11.35,67.0,,0.0,Archie Miller,0.0,1.124748490945674,3.799999999999997,-0.6999999999999993,0.5365853658536587,1524.48,0.5483870967741935,,,41.541,0.0,0
DePaul,BE,32,11,105.6,103.2,0.565,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,72.8,-9.4,,,2013,,,,,,,,2.3999999999999915,150.0,,0.0,Oliver Purnell,0.0,1.0232558139534882,-4.100000000000001,1.6999999999999993,0.47032640949554894,947.8299999999999,0.34375,,,,0.0,0
Delaware,CAA,33,19,102.4,102.5,0.4976,46.3,46.5,18.7,15.9,33.1,32.0,42.0,33.0,46.2,44.2,30.9,34.4,67.5,-6.1,,,2013,,,,,,,,-0.0999999999999943,150.0,,0.0,Monte Ross,0.0,0.9990243902439025,-0.20000000000000284,-2.799999999999999,0.5084485407066053,1297.8,0.5757575757575758,,,,1.0,0
Delaware St.,MEAC,31,13,94.0,108.5,0.161,45.7,48.8,22.2,20.9,32.6,37.5,33.3,32.2,46.5,48.4,29.6,33.2,61.0,-12.8,,,2013,,,,,,,,-14.5,150.0,,0.0,,0.0,0.8663594470046083,-3.0999999999999943,-1.3000000000000007,0.4650499286733239,985.68,0.41935483870967744,,,,0.0,0
Denver,WAC,32,22,109.0,94.8,0.8338,56.2,47.3,18.6,26.2,22.7,34.1,31.2,41.0,56.1,46.5,37.5,33.1,59.1,-2.7,,,2013,14.3,110.0,95.7,57.5,-0.044,-0.09,3.7,14.3176,47.0,,0.0,Joe Scott,0.0,1.149789029535865,8.900000000000006,7.599999999999998,0.3996478873239437,1170.0,0.6875,,,-1.288584,0.0,0
Detroit,Horz,31,18,111.0,102.5,0.7143,50.8,53.2,15.5,22.9,31.8,31.2,35.8,35.6,51.1,52.2,33.5,36.7,70.4,-3.8,,,2013,9.65,113.7,104.1,69.0,-0.044,2.65,7.63,9.6676,77.0,,0.0,Ray Mccallum,0.0,1.0829268292682928,-2.4000000000000057,7.399999999999999,0.5047619047619047,1199.3,0.5806451612903226,,,25.619139999999998,0.0,0
Drake,MVC,31,14,105.5,100.9,0.6244,52.2,51.4,19.8,18.8,24.5,28.7,37.5,38.5,48.9,50.2,37.9,35.6,68.9,-7.1,,,2013,4.55,107.2,102.6,67.4,0.002,5.89,1.78,4.5492,118.0,,0.0,Edward Phelps,0.0,1.0455896927651138,0.8000000000000043,-1.0,0.4605263157894737,1421.25,0.45161290322580644,,,26.794787999999997,1.0,0
Drexel,CAA,31,13,100.1,100.1,0.5003,46.7,48.7,18.9,18.8,33.3,26.0,33.5,43.4,44.9,47.5,33.5,34.2,61.9,-11.9,,,2013,,,,,,,,0.0,150.0,,0.0,Bruiser Flint,0.0,1.0,-2.0,-0.09999999999999787,0.5615514333895447,1122.25,0.41935483870967744,,,,0.0,0
Duke,ACC,36,30,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29.0,67.8,7.5,E8,2.0,2013,26.98,119.1,92.1,66.7,0.033,9.95,6.85,26.9668,6.0,0.0,0.0,Mike Krzyzewski,0.0,1.2939890710382513,8.399999999999999,4.799999999999999,0.4713584288052374,1564.0800000000002,0.8333333333333334,0.0,0.0,268.31966,0.0,0
Duquesne,A10,30,8,98.9,104.6,0.3459,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,69.3,-12.5,,,2013,,,,,,,,-5.699999999999989,150.0,,0.0,Jim Ferry,0.0,0.945506692160612,-3.6000000000000014,-3.5,0.48205928237129486,1071.4599999999998,0.26666666666666666,,,,0.0,0
East Carolina,CUSA,30,19,107.3,102.8,0.6192,51.4,48.9,18.2,18.8,28.3,35.2,39.9,33.5,50.9,48.3,34.9,33.7,68.7,-5.2,,,2013,4.02,108.9,104.9,67.5,0.045,0.12,-3.26,4.002,125.0,,0.0,Jeff Lebo,0.0,1.043774319066148,2.5,0.6000000000000014,0.4456692913385827,1392.51,0.6333333333333333,,,0.48023999999999994,0.0,0
East Tennessee St.,ASun,31,9,92.6,109.4,0.1276,45.7,54.1,20.0,21.1,27.1,35.5,31.6,33.5,44.2,52.8,32.3,37.2,65.2,-15.5,,,2013,,,,,,,,-16.80000000000001,150.0,,0.0,Murry Bartow,0.0,0.846435100548446,-8.399999999999999,1.1000000000000014,0.4329073482428115,1020.68,0.2903225806451613,,,,0.0,0
Eastern Illinois,OVC,31,11,97.3,108.5,0.2229,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35.0,38.9,60.2,-15.3,,,2013,,,,,,,,-11.200000000000005,150.0,,0.0,Jay Spoonhour,0.0,0.896774193548387,-4.0,0.0,0.5033333333333333,1197.0,0.3548387096774194,,,,0.0,0
Eastern Kentucky,OVC,33,23,108.4,103.7,0.6242,54.0,51.2,17.9,25.5,27.9,38.0,34.8,43.7,55.4,53.3,35.0,31.5,65.1,-4.0,,,2013,5.39,110.7,105.3,63.9,0.028,-3.72,-4.37,5.3788,110.0,,0.0,Jeff Neubauer,0.0,1.0453230472516877,2.799999999999997,7.600000000000001,0.42336874051593315,1218.0,0.696969696969697,,,-20.009136,0.0,0
Eastern Michigan,MAC,31,13,92.1,96.6,0.3657,43.8,46.5,23.1,22.8,33.9,37.2,30.5,37.6,41.5,48.0,33.0,29.7,61.1,-11.6,,,2013,,,,,,,,-4.5,150.0,,0.0,Rob Murphy,0.0,0.953416149068323,-2.700000000000003,-0.3000000000000007,0.4767932489451477,1006.5,0.41935483870967744,,,,0.0,0
Eastern Washington,BSky,31,10,96.4,107.8,0.2174,48.8,48.1,19.3,15.8,29.4,35.3,32.0,36.2,47.0,46.2,34.1,35.1,68.5,-16.7,,,2013,,,,,,,,-11.399999999999991,150.0,,0.0,Jim Hayford,0.0,0.8942486085343229,0.6999999999999957,-3.5,0.4544049459041732,1091.2,0.3225806451612903,,,,0.0,0
Elon,SC,31,19,97.2,100.8,0.3966,49.2,46.8,17.4,19.1,26.4,30.1,29.2,36.5,48.0,43.2,34.0,36.8,66.2,-6.6,,,2013,,,,,,,,-3.5999999999999943,150.0,,0.0,Matt Matheny,0.0,0.9642857142857143,2.4000000000000057,1.7000000000000028,0.4672566371681416,992.8,0.6129032258064516,,,,1.0,0
Evansville,MVC,35,20,104.8,96.2,0.7293,48.5,50.7,16.9,21.5,29.3,29.3,31.1,34.4,46.0,49.7,36.7,35.2,66.1,-4.6,,,2013,8.08,106.4,98.3,64.6,-0.011,3.86,-2.62,8.0844,83.0,,0.0,Marty Simmons,0.0,1.0893970893970892,-2.200000000000003,4.600000000000001,0.5,1141.3700000000001,0.5714285714285714,,,31.205784,0.0,0
FIU,SB,32,18,98.9,101.8,0.4153,48.9,51.1,21.7,25.6,31.3,36.0,35.8,37.1,48.3,52.5,33.3,32.3,69.3,-7.9,,,2013,,,,,,,,-2.8999999999999915,150.0,,0.0,Richard Pitino,0.0,0.9715127701375247,-2.200000000000003,3.900000000000002,0.4650817236255572,1192.1399999999999,0.5625,,,,0.0,0
Fairfield,MAAC,35,19,95.3,94.6,0.521,47.7,44.4,21.5,21.6,33.5,32.2,28.9,45.6,47.8,43.2,31.6,32.0,61.9,-8.4,,,2013,,,,,,,,0.7000000000000028,150.0,,0.0,Sydney Johnson,0.0,1.007399577167019,3.3000000000000043,0.10000000000000142,0.5098934550989346,913.24,0.5428571428571428,,,,2.0,0
Fairleigh Dickinson,NEC,31,7,92.1,112.8,0.0887,48.9,52.6,22.5,17.5,26.2,38.5,35.2,35.7,47.2,51.7,35.0,36.3,68.7,-18.6,,,2013,,,,,,,,-20.700000000000003,150.0,,0.0,Greg Vetrone,0.0,0.8164893617021276,-3.700000000000003,-5.0,0.4049459041731066,1232.0,0.22580645161290322,,,,0.0,0
Florida,SEC,37,29,115.7,85.7,0.9694,55.2,43.3,17.8,22.5,34.2,28.4,31.0,29.9,54.3,41.8,37.8,31.0,62.8,4.1,E8,3.0,2013,31.18,117.2,86.0,61.9,-0.089,7.0,4.09,31.2156,2.0,2.0,0.0,Billy Donovan,0.0,1.3500583430571762,11.900000000000006,4.699999999999999,0.5463258785942492,1171.8,0.7837837837837838,2.772588722239781,0.0,218.5092,2.0,0
Florida A&M,MEAC,29,6,88.6,106.5,0.1078,43.0,50.5,22.5,22.7,31.6,37.4,32.7,42.2,41.9,49.3,30.3,35.4,69.6,-18.4,,,2013,,,,,,,,-17.900000000000006,150.0,,0.0,Clemon Johnson,0.0,0.8319248826291079,-7.5,0.1999999999999993,0.4579710144927536,990.8100000000001,0.20689655172413793,,,,0.0,0
Florida Atlantic,SB,31,13,97.7,104.3,0.3202,47.5,45.8,22.6,17.1,32.9,34.3,35.5,36.4,45.1,46.0,35.3,30.2,65.5,-12.3,,,2013,,,,,,,,-6.599999999999994,150.0,,0.0,Mike Jarvis,0.0,0.9367209971236817,1.7000000000000028,-5.5,0.48958333333333337,1253.1499999999999,0.41935483870967744,,,,0.0,0
Florida Gulf Coast,ASun,35,24,103.4,96.3,0.6952,51.6,46.9,21.0,22.1,32.5,32.8,35.2,32.7,52.3,46.9,33.4,31.3,69.1,-4.0,S16,15.0,2013,6.27,104.9,98.6,67.9,0.039,-2.79,4.57,6.2543999999999995,105.0,-1.0,0.0,Andy Enfield,0.0,1.0737279335410177,4.700000000000003,1.1000000000000014,0.4977029096477795,1175.68,0.6857142857142857,-2.772588722239781,-0.0,-17.449776,0.0,0
Florida St.,ACC,34,18,105.4,100.4,0.6341,49.9,49.7,22.0,20.6,30.9,36.6,40.4,34.8,48.9,47.1,34.8,36.8,66.0,-3.0,,,2013,4.45,107.1,102.7,64.2,0.085,6.95,-1.09,4.416,120.0,,0.0,,0.0,1.049800796812749,0.19999999999999574,-1.3999999999999986,0.4577777777777778,1405.9199999999998,0.5294117647058824,,,30.691200000000002,0.0,0
Fordham,A10,30,6,98.6,105.7,0.3112,45.0,51.1,22.9,16.3,36.1,32.5,32.6,45.1,44.2,50.0,31.3,35.6,68.8,-13.2,,,2013,,,,,,,,-7.1000000000000085,150.0,,0.0,Tom Pecora,0.0,0.9328287606433301,-6.100000000000001,-6.599999999999998,0.5262390670553937,1020.3800000000001,0.2,,,,0.0,0
Fresno St.,MWC,28,9,98.1,92.6,0.6606,43.5,45.4,18.5,20.2,29.2,34.9,37.3,47.1,39.9,46.7,33.7,28.1,62.2,-8.8,,,2013,5.46,100.0,94.5,60.5,-0.062,9.1,4.39,5.4848,109.0,,0.0,Rodney Terry,0.0,1.0593952483801297,-1.8999999999999986,1.6999999999999993,0.4555382215288612,1257.01,0.32142857142857145,,,49.91168,0.0,0
Furman,SC,29,5,90.4,113.5,0.0686,45.8,52.6,22.7,17.2,28.4,33.5,35.3,29.2,44.0,50.3,32.6,38.6,64.9,-20.0,,,2013,,,,,,,,-23.09999999999999,150.0,,0.0,Jeff Jackson,0.0,0.7964757709251101,-6.800000000000004,-5.5,0.4588045234248788,1150.78,0.1724137931034483,,,,1.0,0
Gardner Webb,BSth,31,18,95.8,99.0,0.4069,46.8,48.3,20.9,23.3,35.7,31.1,34.5,34.8,45.9,47.8,32.5,33.0,63.2,-7.2,,,2013,,,,,,,,-3.200000000000003,150.0,,0.0,Chris Holtmann,0.0,0.9676767676767677,-1.5,2.400000000000002,0.5344311377245509,1121.25,0.5806451612903226,,,,1.0,0
George Mason,CAA,38,22,102.4,98.3,0.6157,48.5,47.3,20.3,21.8,34.7,33.4,35.3,44.5,47.1,45.8,34.6,33.3,67.0,-7.8,,,2013,3.21,103.5,100.3,65.6,-0.007,-0.41,5.15,3.2128,133.0,,0.0,Paul Hewitt,0.0,1.041709053916582,1.2000000000000028,1.5,0.5095447870778268,1221.3799999999999,0.5789473684210527,,,-1.317248,1.0,0
George Washington,A10,30,13,98.8,93.0,0.665,46.6,47.4,23.4,21.3,38.2,30.8,40.4,32.7,47.7,44.6,27.9,36.0,68.0,-7.3,,,2013,5.34,100.4,95.1,66.5,-0.085,4.39,-0.62,5.374,111.0,,0.0,,0.0,1.0623655913978494,-0.7999999999999972,-2.099999999999998,0.5536231884057972,1127.1599999999999,0.43333333333333335,,,23.591859999999997,0.0,0
Georgetown,BE,32,25,107.6,85.0,0.9381,51.1,43.0,20.1,22.4,30.4,31.0,36.8,35.3,50.2,41.4,35.3,30.7,62.5,6.6,R64,2.0,2013,21.24,107.6,86.4,61.2,0.038,7.42,-6.15,21.2248,16.0,-2.0,0.0,John Thompson Iii,0.0,1.2658823529411765,8.100000000000001,2.299999999999997,0.495114006514658,1299.0399999999997,0.78125,-2.1972245773362196,-0.0,157.488016,1.0,0
Georgia,SEC,32,15,100.9,94.4,0.6817,46.9,45.0,23.0,18.5,32.1,30.5,45.0,37.9,43.5,42.3,35.7,32.9,62.3,-6.3,,,2013,5.27,101.9,96.7,60.9,-0.002,4.82,-0.89,5.2707999999999995,113.0,,0.0,Mark Fox,0.0,1.06885593220339,1.8999999999999986,-4.5,0.512779552715655,1606.5000000000002,0.46875,,,25.405255999999998,0.0,0
Georgia Southern,SC,31,12,94.6,106.3,0.2071,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37.0,44.2,50.8,33.1,31.8,62.2,-13.9,,,2013,,,,,,,,-11.700000000000005,150.0,,0.0,,0.0,0.889934148635936,-3.8000000000000043,0.3999999999999986,0.47320061255742724,1171.74,0.3870967741935484,,,,0.0,0
Georgia St.,CAA,30,14,103.6,104.6,0.4716,50.0,51.1,18.0,20.9,29.4,32.7,34.9,37.0,48.0,48.7,35.7,36.6,64.1,-10.9,,,2013,,,,,,,,-1.0,150.0,,0.0,Ron Hunter,0.0,0.9904397705544933,-1.1000000000000014,2.8999999999999986,0.47342995169082125,1245.93,0.4666666666666667,,,,0.0,0
Georgia Tech,ACC,31,16,99.6,91.1,0.7369,46.8,45.4,19.3,19.0,32.6,28.3,28.0,33.0,46.4,43.8,31.8,32.3,66.4,-4.8,,,2013,6.37,99.9,93.5,65.2,-0.038,3.9,-10.65,6.3852,104.0,,0.0,Brian Gregory,0.0,1.093304061470911,1.3999999999999986,-0.3000000000000007,0.535303776683087,890.4,0.5161290322580645,,,24.90228,0.0,0
Gonzaga,WCC,34,31,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,R32,1.0,2013,27.81,120.5,92.7,63.3,0.026,4.37,5.03,27.7996,5.0,-1.0,0.0,Mark Few,0.0,1.3181818181818181,10.0,3.6000000000000014,0.5591715976331361,1489.1999999999998,0.9117647058823529,-0.6931471805599453,-0.0,121.48425200000001,2.0,1
Grambling St.,SWAC,28,0,76.6,121.4,0.005,41.1,52.2,26.8,14.8,28.5,39.1,24.9,34.9,38.4,49.9,31.2,37.8,64.7,-24.3,,,2013,,,,,,,,-44.80000000000001,150.0,,0.0,Joseph Price,0.0,0.630971993410214,-11.100000000000001,-12.0,0.4215976331360947,776.8799999999999,0.0,,,,0.0,0
Green Bay,Horz,33,17,101.5,98.8,0.5771,47.9,47.7,20.8,18.0,32.8,26.7,40.2,33.9,47.3,45.8,33.0,34.0,64.3,-7.9,,,2013,3.99,104.5,100.5,62.5,-0.05,0.01,0.61,4.01,126.0,,0.0,,0.0,1.027327935222672,0.19999999999999574,-2.8000000000000007,0.5512605042016806,1326.6000000000001,0.5151515151515151,,,0.0401,0.0,0
Hampton,MEAC,31,14,87.7,98.1,0.2158,43.1,43.8,24.3,22.3,34.1,32.6,38.6,42.5,44.6,42.9,26.3,30.6,70.2,-13.8,,,2013,,,,,,,,-10.399999999999991,150.0,,0.0,Edward Joyner,0.0,0.8939857288481142,-0.6999999999999957,-2.0,0.5112443778110944,1015.1800000000001,0.45161290322580644,,,,0.0,0
Hartford,AE,31,17,91.8,97.3,0.3399,48.3,49.4,22.2,24.9,25.8,30.8,30.7,41.5,46.9,48.5,33.4,34.2,64.2,-7.9,,,2013,,,,,,,,-5.5,150.0,,0.0,John Gallagher,0.0,0.9434737923946557,-1.1000000000000014,2.6999999999999993,0.4558303886925795,1025.3799999999999,0.5483870967741935,,,,0.0,0
Harvard,Ivy,29,19,104.9,99.9,0.6362,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,64.7,-2.6,R32,14.0,2013,7.07,108.1,101.1,63.3,0.037,0.6,5.07,7.0552,93.0,-2.0,0.0,Tommy Amaker,0.0,1.05005005005005,5.099999999999994,0.09999999999999787,0.44912280701754387,1974.08,0.6551724137931034,-5.41610040220442,-0.0,4.2331199999999995,0.0,0
Hawaii,BW,28,15,101.5,105.2,0.3983,50.2,49.0,20.7,17.4,35.3,29.5,36.0,32.7,50.1,45.6,33.7,36.6,69.6,-7.8,,,2013,,,,,,,,-3.700000000000003,150.0,,0.0,Gib Arnold,0.0,0.964828897338403,1.2000000000000028,-3.3000000000000007,0.5447530864197531,1213.2,0.5357142857142857,,,,0.0,0
High Point,BSth,29,15,97.9,103.5,0.3451,48.0,48.0,17.9,19.7,34.1,31.5,32.7,41.5,48.2,47.6,31.6,32.5,66.1,-10.2,,,2013,,,,,,,,-5.599999999999994,150.0,,0.0,Scott Cherry,0.0,0.9458937198067633,0.0,1.8000000000000007,0.5198170731707318,1033.3200000000002,0.5172413793103449,,,,0.0,0
Hofstra,CAA,31,6,88.1,100.0,0.189,42.0,48.9,22.2,20.6,34.3,34.9,39.3,36.7,41.6,50.0,28.7,31.0,64.9,-19.7,,,2013,,,,,,,,-11.900000000000006,150.0,,0.0,Mo Cassara,0.0,0.8809999999999999,-6.899999999999999,-1.5999999999999979,0.4956647398843931,1127.9099999999999,0.1935483870967742,,,,0.0,0
Holy Cross,Pat,31,12,97.4,103.5,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,,,2013,,,,,,,,-6.099999999999994,150.0,,0.0,Milan Brown,0.0,0.9410628019323672,0.0,-4.600000000000001,0.48458904109589035,1021.2,0.3870967741935484,,,,0.0,0
Houston,CUSA,32,19,106.0,106.0,0.5013,51.3,48.7,18.3,17.9,33.4,31.4,39.4,33.7,50.3,49.2,35.9,31.8,70.4,-7.5,,,2013,,,,,,,,0.0,150.0,,0.0,James Dickey,0.0,1.0,2.5999999999999943,-0.40000000000000213,0.5154320987654321,1414.4599999999998,0.59375,,,,1.0,0
Houston Baptist,GWC,27,11,85.7,102.4,0.1137,43.8,47.3,25.0,22.6,31.7,33.0,37.5,41.7,42.5,46.8,31.7,32.6,69.0,-12.7,,,2013,,,,,,,,-16.700000000000003,150.0,,0.0,Ron Cottrell,0.0,0.8369140625,-3.5,-2.3999999999999986,0.4899536321483771,1188.75,0.4074074074074074,,,,0.0,0
Howard,MEAC,29,6,81.2,101.1,0.075,39.2,47.3,23.9,22.9,35.1,34.3,34.1,37.0,39.9,45.8,24.9,33.3,62.4,-17.7,,,2013,,,,,,,,-19.89999999999999,150.0,,0.0,Kevin Nickelberry,0.0,0.8031651829871416,-8.099999999999994,-1.0,0.5057636887608069,849.09,0.20689655172413793,,,,0.0,0
IPFW,Sum,31,14,97.5,103.1,0.3451,49.5,52.0,20.3,19.7,31.4,26.6,38.4,37.8,47.5,52.3,35.4,34.1,66.2,-12.3,,,2013,,,,,,,,-5.599999999999994,150.0,,0.0,,0.0,0.9456838021338507,-2.5,-0.6000000000000014,0.5413793103448276,1359.36,0.45161290322580644,,,,0.0,0
IUPUI,Sum,30,4,95.4,115.7,0.0974,50.5,55.9,18.8,16.9,22.1,33.7,24.2,31.6,48.6,54.5,36.1,39.2,66.2,-20.0,,,2013,,,,,,,,-20.299999999999997,150.0,,0.0,Todd Howard,0.0,0.8245462402765774,-5.399999999999999,-1.9000000000000021,0.3960573476702509,873.62,0.13333333333333333,,,,0.0,0
Idaho,WAC,29,11,108.3,111.6,0.4141,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36.0,63.4,-11.6,,,2013,,,,,,,,-3.299999999999997,150.0,,0.0,Don Verlin,0.0,0.9704301075268817,1.0,-7.0,0.5313001605136437,1383.6799999999998,0.3793103448275862,,,,0.0,0
Idaho St.,BSky,29,5,90.5,107.0,0.1276,46.2,52.1,19.5,20.8,24.5,34.3,37.5,34.6,45.7,49.7,31.4,37.4,60.3,-19.5,,,2013,,,,,,,,-16.5,150.0,,0.0,Bill Evans,0.0,0.8457943925233645,-5.899999999999999,1.3000000000000007,0.4166666666666667,1177.5,0.1724137931034483,,,,0.0,0
Illinois,B10,34,21,109.8,92.7,0.8749,47.5,48.7,17.6,21.7,33.6,33.0,31.0,36.0,47.4,47.4,31.7,34.1,66.1,2.4,R32,7.0,2013,15.82,110.6,94.8,64.6,0.042,10.84,-0.8,15.8032,39.0,-3.0,0.0,John Groce,0.0,1.1844660194174756,-1.2000000000000028,4.099999999999998,0.5045045045045046,982.6999999999999,0.6176470588235294,-6.238324625039507,-0.0,171.306688,1.0,0
Illinois Chicago,Horz,33,17,96.2,98.7,0.4283,46.0,46.7,19.5,19.5,28.2,30.3,35.4,34.9,43.5,44.7,33.5,33.7,64.6,-8.9,,,2013,,,,,,,,-2.5,150.0,,0.0,Howard Moore,0.0,0.9746707193515705,-0.7000000000000028,0.0,0.48205128205128206,1185.8999999999999,0.5151515151515151,,,,0.0,0
Illinois St.,MVC,33,18,108.3,96.3,0.7955,51.8,48.4,18.7,21.0,29.5,31.4,34.4,34.0,51.7,47.3,34.7,33.4,70.4,-5.2,,,2013,11.49,109.7,98.2,68.8,-0.094,4.14,-2.4,11.5276,63.0,,0.0,,0.0,1.1246105919003115,3.3999999999999986,2.3000000000000007,0.48440065681444994,1193.68,0.5454545454545454,,,47.724264,0.0,0
Indiana,B10,36,29,121.0,89.7,0.9692,54.7,44.0,19.3,20.9,39.0,31.4,45.8,27.0,52.0,43.2,40.3,30.4,67.8,7.8,S16,1.0,2013,29.31,120.8,91.5,66.0,-0.021,8.86,-5.16,29.3184,3.0,0.0,0.0,Tom Crean,0.0,1.3489409141583055,10.700000000000003,1.5999999999999979,0.5539772727272727,1845.7399999999998,0.8055555555555556,0.0,0.0,259.76102399999996,1.0,0
Indiana St.,MVC,32,17,100.5,94.7,0.6633,48.2,46.5,19.6,18.2,26.6,29.8,42.1,38.7,48.4,45.6,32.0,32.4,65.3,-3.5,,,2013,7.31,103.0,95.7,64.0,0.041,7.31,4.1,7.2936,92.0,,0.0,,0.0,1.0612460401267159,1.7000000000000028,-1.4000000000000021,0.4716312056737588,1347.2,0.53125,,,53.316216,0.0,0
Iona,MAAC,34,20,112.8,105.0,0.6956,52.1,51.6,17.1,19.3,32.8,33.4,32.7,32.2,50.4,49.1,36.7,37.5,71.3,-5.9,R64,15.0,2013,7.45,114.4,106.9,69.7,-0.07,0.94,4.09,7.478,89.0,-1.0,0.0,Tim Cluess,0.0,1.0742857142857143,0.5,2.1999999999999993,0.4954682779456194,1200.0900000000001,0.5882352941176471,-2.772588722239781,-0.0,7.029319999999999,3.0,1
Iowa,B10,37,24,109.1,90.5,0.8959,46.4,44.0,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,67.7,0.1,,,2013,17.83,109.8,91.9,66.3,-0.029,7.0,-9.03,17.8416,29.0,,0.0,Fran Mccaffery,0.0,1.2055248618784529,2.3999999999999986,1.0999999999999979,0.543026706231454,1219.9199999999998,0.6486486486486487,,,124.8912,1.0,0
Iowa St.,B12,35,23,117.2,98.3,0.8828,53.8,48.0,18.5,18.6,34.2,28.5,33.0,32.7,51.9,48.8,37.4,31.1,69.6,0.7,R32,10.0,2013,17.63,117.5,99.8,68.3,-0.046,6.74,-3.12,17.6484,30.0,2.0,0.0,Fred Hoiberg,0.0,1.192268565615463,5.799999999999997,0.10000000000000142,0.5454545454545455,1234.2,0.6571428571428571,4.795790545596741,0.0,118.950216,0.0,0
Jackson St.,SWAC,29,11,93.7,106.8,0.1817,44.5,50.0,18.2,20.9,27.4,35.0,38.4,39.3,43.2,51.3,31.2,31.5,68.6,-13.5,,,2013,,,,,,,,-13.099999999999994,150.0,,0.0,,0.0,0.8773408239700375,-5.5,2.6999999999999993,0.4391025641025641,1198.08,0.3793103448275862,,,,0.0,0
Jacksonville,ASun,30,12,94.2,106.4,0.1987,46.1,50.3,21.5,20.2,33.0,32.0,36.3,39.5,45.4,49.6,32.0,34.5,69.4,-12.9,,,2013,,,,,,,,-12.200000000000005,150.0,,0.0,Cliff Warren,0.0,0.8853383458646616,-4.199999999999996,-1.3000000000000007,0.5076923076923077,1161.6,0.4,,,,0.0,0
Jacksonville St.,OVC,26,15,100.8,104.9,0.3883,49.4,50.0,20.4,24.7,31.7,39.6,43.9,38.9,47.8,50.9,35.2,31.6,62.7,-6.5,,,2013,,,,,,,,-4.1000000000000085,150.0,,0.0,,0.0,0.9609151572926596,-0.6000000000000014,4.300000000000001,0.44460028050490885,1545.28,0.5769230769230769,,,,0.0,0
James Madison,CAA,36,21,98.5,99.4,0.4736,47.6,48.7,17.2,21.1,29.6,31.1,36.8,39.2,46.2,46.9,33.6,34.7,64.2,-8.9,R64,16.0,2013,,,,,,,,-0.9000000000000057,150.0,0.0,0.0,Matt Brady,0.0,0.9909456740442656,-1.1000000000000014,3.900000000000002,0.4876441515650741,1236.48,0.5833333333333334,0.0,0.0,,3.0,1
Kansas,B12,37,31,111.6,86.2,0.9514,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32.0,52.9,39.3,36.4,30.3,67.7,7.5,S16,1.0,2013,25.23,112.7,87.5,66.4,0.01,7.05,2.64,25.226,8.0,-1.0,0.0,Bill Self,0.0,1.2946635730858467,11.799999999999997,-1.9000000000000021,0.5356576862123613,1437.8,0.8378378378378378,-0.6931471805599453,-0.0,177.8433,3.0,1
