year,region,round,round_name,team_a,team_b,seed_a,seed_b,prob_a,prob_b,predicted_winner,actual_winner,correct
2023,East,1,R64,Marquette,Princeton,2,15,0.8728,0.1272,Marquette,Marquette,True
2023,East,2,R32,Houston,Florida Atlantic,1,9,0.6111,0.3889,Houston,Houston,True
2023,East,2,R32,Miami FL,Indiana,5,4,0.6511,0.3489,Miami FL,Miami FL,True
2023,East,2,R32,Iowa St.,Gonzaga,6,3,0.2143,0.7857,Gonzaga,Gonzaga,True
2023,East,2,R32,Penn St.,Marquette,10,2,0.3738,0.6262,Marquette,,
2023,East,3,S16,Houston,Miami FL,1,5,0.8147,0.1853,Houston,Miami FL,False
2023,East,3,S16,Gonzaga,Marquette,3,2,0.6027,0.3973,Gonzaga,Gonzaga,True
2023,East,4,E8,Houston,Gonzaga,1,3,0.6146,0.3854,Houston,,
2023,West,1,R64,Kansas,Howard,1,16,0.9604,0.0396,Kansas,Kansas,True
2023,West,1,R64,Maryland,Illinois,8,9,0.6389,0.3611,Maryland,Maryland,True
2023,West,1,R64,Saint Mary's,Oral Roberts,5,12,0.8938,0.1062,Saint Mary's,Saint Mary's,True
2023,West,1,R64,Tennessee,Kent St.,4,13,0.9264,0.0736,Tennessee,Tennessee,True
2023,West,1,R64,Kentucky,Mississippi St.,6,11,0.7027,0.2973,Kentucky,Kentucky,True
2023,West,1,R64,Kansas St.,Montana St.,3,14,0.8296,0.1704,Kansas St.,Kansas St.,True
2023,West,1,R64,Northwestern,USC,7,10,0.4828,0.5172,USC,Northwestern,False
2023,West,1,R64,Texas,UNC Asheville,2,15,0.9642,0.0358,Texas,Texas,True
2023,West,2,R32,Kansas,Maryland,1,8,0.4943,0.5057,Maryland,,
2023,West,2,R32,Saint Mary's,Tennessee,5,4,0.3741,0.6259,Tennessee,Tennessee,True
2023,West,2,R32,Kentucky,Kansas St.,6,3,0.547,0.453,Kentucky,Kansas St.,False
2023,West,2,R32,USC,Texas,10,2,0.1651,0.8349,Texas,Texas,True
2023,West,3,S16,Maryland,Tennessee,8,4,0.3138,0.6862,Tennessee,,
2023,West,3,S16,Kentucky,Texas,6,2,0.248,0.752,Texas,Texas,True
2023,West,4,E8,Tennessee,Texas,4,2,0.5633,0.4367,Tennessee,,
2023,Midwest,1,R64,Purdue,Southeast Missouri St.,1,16,0.9834,0.0166,Purdue,,
2023,Midwest,1,R64,Memphis,West Virginia,8,9,0.4484,0.5516,West Virginia,,
2023,Midwest,1,R64,San Diego St.,VCU,5,12,0.842,0.158,San Diego St.,San Diego St.,True
2023,Midwest,1,R64,Virginia,Louisiana Lafayette,4,13,0.6517,0.3483,Virginia,,
2023,Midwest,1,R64,TCU,Arizona St.,6,11,0.7203,0.2797,TCU,TCU,True
2023,Midwest,1,R64,Xavier,UC Santa Barbara,3,14,0.8896,0.1104,Xavier,Xavier,True
2023,Midwest,1,R64,Texas A&M,Utah St.,7,10,0.2829,0.7171,Utah St.,,
2023,Midwest,1,R64,UCLA,Vermont,2,15,0.964,0.036,UCLA,UCLA,True
2023,Midwest,2,R32,Purdue,West Virginia,1,9,0.4383,0.5617,West Virginia,,
2023,Midwest,2,R32,San Diego St.,Virginia,5,4,0.8227,0.1773,San Diego St.,San Diego St.,True
2023,Midwest,2,R32,TCU,Xavier,6,3,0.4282,0.5718,Xavier,Xavier,True
2023,Midwest,2,R32,Utah St.,UCLA,10,2,0.2699,0.7301,UCLA,UCLA,True
2023,Midwest,3,S16,West Virginia,San Diego St.,9,5,0.5758,0.4242,West Virginia,San Diego St.,False
2023,Midwest,3,S16,Xavier,UCLA,3,2,0.2107,0.7893,UCLA,,
2023,Midwest,4,E8,West Virginia,UCLA,9,2,0.3471,0.6529,UCLA,,
2023,Final Four,5,F4,Connecticut,Houston,4,1,0.6886,0.3114,Connecticut,Connecticut,True
2023,Final Four,5,F4,Tennessee,UCLA,4,2,0.426,0.574,UCLA,,
2023,Championship,6,Champ,Connecticut,UCLA,4,2,0.6643,0.3357,Connecticut,Connecticut,True
